id,stage_name,full_name,korean_name,k_stage_name,date_of_birth,group,debut,company,country,second_country,height,weight,birthplace,other_group,former_group,gender,birth_year,debut_year,debut_age
1540,Hoony,Lee Seunghoon,이승훈,승훈,1992-01-11,WINNER,2014-08-12,YG,South Korea,N/A,N/A,N/A,Busan,N/A,N/A,M,1992.0,2014.0,22.0
1541,Jinu,Kim Jinwoo,김진우,진우,1991-09-26,WINNER,2014-08-12,YG,South Korea,N/A,N/A,N/A,Imja,N/A,N/A,M,1991.0,2014.0,23.0
1542,Mino,Song Minho,송민호,민호,1993-03-30,WINNER,2014-08-12,YG,South Korea,N/A,N/A,N/A,Yongin,N/A,N/A,M,1993.0,2014.0,21.0
1543,Yoon,Kang Seungyoon,강승윤,승윤,1994-01-21,WINNER,2014-08-12,YG,South Korea,N/A,N/A,N/A,Busan,N/A,N/A,M,1994.0,2014.0,20.0
1544,Bobby,Kim Jiwon,김지원,바비,1995-12-21,iKON,2015-09-15,YG,South Korea,USA,N/A,N/A,Seoul,N/A,N/A,M,1995.0,2015.0,20.0
1545,Chan,Jung Chanwoo,정찬우,찬,1998-01-26,iKON,2015-09-15,YG,South Korea,N/A,N/A,N/A,Yongin,N/A,N/A,M,1998.0,2015.0,17.0
1546,DK,Kim Donghyuk,김동혁,디케이,1997-01-03,iKON,2015-09-15,YG,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1997.0,2015.0,18.0
1547,Jay,Kim Jinhwan,김진환,제이,1994-02-07,iKON,2015-09-15,YG,South Korea,N/A,N/A,N/A,Jeju,N/A,N/A,M,1994.0,2015.0,21.0
1548,Ju-ne,Koo Junhoe,구준회,준회,1997-03-31,iKON,2015-09-15,YG,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,M,1997.0,2015.0,18.0
1549,Song,Song Yunhyeong,송윤형,송,1995-02-08,iKON,2015-09-15,YG,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1995.0,2015.0,20.0
1550,Daniel,Kang Daniel,강다니엘,다니엘,1996-12-10,Wanna One,2017-08-07,YMC,South Korea,N/A,N/A,N/A,Busan,N/A,N/A,M,1996.0,2017.0,21.0
1551,Jaehwan,Kim Jaehwan,김재환,재환,1996-05-27,Wanna One,2017-08-07,YMC,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,M,1996.0,2017.0,21.0
1552,Jihoon,Park Jihoon,박지훈,지훈,1999-05-29,Wanna One,2017-08-07,YMC,South Korea,N/A,N/A,N/A,Masan,N/A,N/A,M,1999.0,2017.0,18.0
1553,Jisung,Yoon Jisung,윤지성,지성,1991-03-08,Wanna One,2017-08-07,YMC,South Korea,N/A,N/A,N/A,Wonju,N/A,N/A,M,1991.0,2017.0,26.0
1554,Lai Kuanlin,Lai Kuanlin,라이관린,라이관린,2001-09-23,Wanna One,2017-08-07,YMC,Taiwan,N/A,N/A,N/A,New Taipei,N/A,N/A,M,2001.0,2017.0,16.0
1555,Seongwu,Ong Seunwu,옹성우,성우,1995-08-25,Wanna One,2017-08-07,YMC,South Korea,N/A,N/A,N/A,Incheon,N/A,N/A,M,1995.0,2017.0,22.0
1556,Sungwoon,Ha Sungwoon,하성운,성운,1994-03-22,Wanna One,2017-08-07,YMC,South Korea,N/A,N/A,N/A,Goyang,HOTSHOT,N/A,M,1994.0,2017.0,23.0
1557,Haeryeong,Na Haeryeong,나해령,해령,1994-11-11,BESTie,2013-07-11,YNB,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,1994.0,2013.0,19.0
1558,Hyeyeon,Kang Hyeyeon,강혜연,혜연,1990-12-08,BESTie,2013-07-11,YNB,South Korea,N/A,N/A,N/A,N/A,N/A,EXID,F,1990.0,2013.0,23.0
1559,Dongwon,Lee Dongwon,이동원,동원,1994-01-01,KNK,2016-03-03,YNB,South Korea,N/A,184.0,N/A,N/A,N/A,N/A,M,1994.0,2016.0,22.0
1560,Heejun,Oh Heejun,오희준,희준,1996-05-08,KNK,2016-03-03,YNB,South Korea,N/A,180.0,61.0,N/A,N/A,N/A,M,1996.0,2016.0,20.0
1561,Inseong,Jeong Inseong,정인성,인성,1994-07-01,KNK,2016-03-03,YNB,South Korea,N/A,183.0,71.0,N/A,N/A,N/A,M,1994.0,2016.0,22.0
1562,Jihun,Kim Jihun,김지훈,지훈,1995-02-20,KNK,2016-03-03,YNB,South Korea,N/A,186.0,73.0,N/A,N/A,N/A,M,1995.0,2016.0,21.0
1563,Seoham,Park Seoham,박서함,서함,1993-10-28,KNK,2016-03-03,YNB,South Korea,N/A,190.0,70.0,N/A,N/A,N/A,M,1993.0,2016.0,23.0
1564,Nason,Kim Duyeop,김두엽,네이슨,1995-06-12,CHECKMATE,2012-06-19,Yedang,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1995.0,2012.0,17.0
1565,Noah,Hwang Seundae,황승대,노아,1998-03-18,CHECKMATE,2012-06-19,Yedang,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1998.0,2012.0,14.0
1566,Sieun,Lee Sieun,이시은,시은,1993-09-19,CHECKMATE,2012-06-19,Yedang,South Korea,N/A,163.0,N/A,N/A,N/A,N/A,F,1993.0,2012.0,19.0
1567,Suri,Kang Suri,강수리,수리,1994-10-11,CHECKMATE,2012-06-19,Yedang,South Korea,N/A,168.0,N/A,N/A,N/A,N/A,F,1994.0,2012.0,18.0
1568,Yongseok,Choi Yongseok,최용석,용석,1996-05-23,CHECKMATE,2012-06-19,Yedang,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1996.0,2012.0,16.0
1569,Hani,Ahn Hee-yeon,안희연,하니,1992-05-01,EXID,2012-02-16,Yedang,South Korea,N/A,168.0,N/A,Seoul,N/A,N/A,F,1992.0,2012.0,20.0
1570,Hyerin,Seo Hyerin,서혜린,혜린,1993-08-23,EXID,2012-02-16,Yedang,South Korea,N/A,165.0,N/A,Gwangju,N/A,N/A,F,1993.0,2012.0,19.0
1571,Junghwa,Park Junghwa,박정화,정화,1995-05-08,EXID,2012-02-16,Yedang,South Korea,N/A,169.0,N/A,Anyang,N/A,EXID,F,1995.0,2012.0,17.0
1572,LE,Ahn Hyejin,안효진,엘리,1991-12-10,EXID,2012-02-16,Yedang,South Korea,N/A,168.0,N/A,Cheonan,N/A,N/A,F,1991.0,2012.0,21.0
1573,Solji,Heo Solji,허솔지,솔지,1989-01-10,EXID,2012-02-16,Yedang,South Korea,N/A,170.0,N/A,Seongnam,N/A,N/A,F,1989.0,2012.0,23.0
1574,Aisha,Heo Yoorim,허유림,아샤,2000-07-21,Everglow,2019-03-18,Yuehua,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,2000.0,2019.0,19.0
1575,E:U,Park Jiwon,박지원,이유,1998-05-19,Everglow,2019-03-18,Yuehua,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,1998.0,2019.0,21.0
1576,Mia,Han Eunji,한은지,미아,2000-01-13,Everglow,2019-03-18,Yuehua,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,2000.0,2019.0,19.0
1577,Onda,Jo Selim,조세림,온다,2000-05-18,Everglow,2019-03-18,Yuehua,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,2000.0,2019.0,19.0
1578,Sihyeon,Kim Sihyeon,김시현,시현,1999-08-05,Everglow,2019-03-18,Yuehua,South Korea,N/A,168.0,51.0,N/A,N/A,N/A,F,1999.0,2019.0,20.0
1579,Yiren,Wang Yiren,왕이런,이런,2000-12-29,Everglow,2019-03-18,Yuehua,China,N/A,N/A,N/A,N/A,N/A,N/A,F,2000.0,2019.0,19.0
1580,Eunchan,Choi Byeongseop,최병섭,은찬,2001-02-27,TEMPEST,2022-03-02,Yuehua,South Korea,N/A,184.0,N/A,N/A,N/A,N/A,M,2001.0,2022.0,21.0
1581,Hanbin,Ngo Ngoc Hung,응오 응옥 흥,한빈,1998-01-19,TEMPEST,2022-03-02,Yuehua,Vietnam,N/A,176.0,N/A,N/A,N/A,N/A,M,1998.0,2022.0,24.0
1582,Hwarang,Son Jaewon,송재원,화랑,2001-04-23,TEMPEST,2022-03-02,Yuehua,South Korea,N/A,179.0,61.0,N/A,N/A,N/A,M,2001.0,2022.0,21.0
1583,Hyuk,Koo Bonhyuk,구본혁,혁,2000-04-17,TEMPEST,2022-03-02,Yuehua,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2000.0,2022.0,22.0
1584,Hyungseop,Ahn Hyungseop,안형섭,형섭,1999-08-09,TEMPEST,2022-03-02,Yuehua,South Korea,N/A,173.0,58.0,N/A,HyeongseopXEuiwoong,N/A,M,1999.0,2022.0,23.0
1585,Lew,Lee Euiwoong,이의웅,루,2001-04-05,TEMPEST,2022-03-02,Yuehua,South Korea,N/A,170.0,55.0,N/A,HyeongseopXEuiwoong,N/A,M,2001.0,2022.0,21.0
1586,Taerae,Kim Taerae,김태래,태래,2002-09-05,TEMPEST,2022-03-02,Yuehua,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2002.0,2022.0,20.0
1587,Seungyoon,Cho Seungyoon,조승연,승연,1996-08-05,UNIQ,2014-10-20,Yuehua,South Korea,N/A,183.0,68.0,N/A,N/A,X1,M,1996.0,2014.0,18.0
1588,Sungjoo,Kim Sungjoo,김성주,성주,1994-02-16,UNIQ,2014-10-20,Yuehua,South Korea,N/A,180.0,65.0,N/A,N/A,N/A,M,1994.0,2014.0,20.0
1589,Wenhan,Li Wenhan,리원한,원한,1994-07-22,UNIQ,2014-10-20,Yuehua,China,N/A,180.0,64.0,N/A,N/A,N/A,M,1994.0,2014.0,20.0
1590,Yibo,Wang Yibo,왕이보,이보,1997-08-05,UNIQ,2014-10-20,Yuehua,China,N/A,182.0,65.0,N/A,N/A,N/A,M,1997.0,2014.0,17.0
1591,Yixuan,Zhou Yixuan,조이쉔,이쉔,1990-12-11,UNIQ,2014-10-20,Yuehua,China,N/A,183.0,65.0,N/A,N/A,N/A,M,1990.0,2014.0,24.0
1592,K.Me,Na Miri,나미리,케이미,1992-04-10,BADKIZ,2014-03-24,Zoo,South Korea,N/A,N/A,N/A,Yeosu,N/A,N/A,F,1992.0,2014.0,22.0
1593,LuA,Jo Hankyeung,조한경,루아,1991-09-14,BADKIZ,2014-03-24,Zoo,South Korea,N/A,N/A,N/A,Busan,N/A,N/A,F,1991.0,2014.0,23.0
1594,Monika,Kang Yeh,강예,모니카,1991-05-21,BADKIZ,2014-03-24,Zoo,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,F,1991.0,2014.0,23.0
1595,Somin,Jang Somin,장소민,소민,1993-11-10,BADKIZ,2014-03-24,Zoo,South Korea,N/A,N/A,N/A,Gwangmyeon,N/A,N/A,F,1993.0,2014.0,21.0
1596,U-Si,Yoo Jiyeon,윤지연,유시,1997-11-13,BADKIZ,2014-03-24,Zoo,South Korea,N/A,N/A,N/A,Iksan,N/A,N/A,F,1997.0,2014.0,17.0
1597,Harin,N/A,N/A,하린,1995-11-21,Lusty,2019-06-26,babaplay,South Korea,N/A,160.0,43.0,Seoul,N/A,N/A,F,1995.0,2019.0,24.0
1598,Isol,N/A,N/A,이솔,1997-05-01,Lusty,2019-06-26,babaplay,South Korea,N/A,166.0,48.0,Seoul,N/A,N/A,F,1997.0,2019.0,22.0
1599,Jinhui,N/A,N/A,진희,1996-11-21,Lusty,2019-06-26,babaplay,South Korea,N/A,160.0,42.0,Seongnam,N/A,N/A,F,1996.0,2019.0,23.0
1600,Yeryung,N/A,N/A,예령,2002-06-22,Lusty,2019-06-26,babaplay,South Korea,N/A,169.0,49.0,Busan,N/A,N/A,F,2002.0,2019.0,17.0
1601,Yoonji,N/A,N/A,윤지,1998-07-21,Lusty,2019-06-26,babaplay,South Korea,N/A,163.0,45.0,N/A,N/A,N/A,F,1998.0,2019.0,21.0
1602,Boni,Choi Euijeong,최의정,보니,1999-10-30,Dreamnote,2018-11-07,iME,South Korea,N/A,160.0,45.0,N/A,N/A,N/A,F,1999.0,2018.0,19.0
1603,Eunjo,Park Eunjo,박은조,은조,2002-03-07,Dreamnote,2018-11-07,iME,South Korea,N/A,164.0,46.0,N/A,N/A,N/A,F,2002.0,2018.0,16.0
1604,Lara,Moon Shinae,문신애,라라,2000-08-09,Dreamnote,2018-11-07,iME,South Korea,N/A,161.0,44.0,N/A,N/A,N/A,F,2000.0,2018.0,18.0
1605,Miso,Jeon Jimin,전지민,미소,2000-10-25,Dreamnote,2018-11-07,iME,South Korea,N/A,160.0,43.0,N/A,N/A,N/A,F,2000.0,2018.0,18.0
1606,Sumin,Park Sumin,박수민,수민,2001-09-09,Dreamnote,2018-11-07,iME,South Korea,N/A,166.0,46.0,N/A,N/A,N/A,F,2001.0,2018.0,17.0
1607,Youi,Kim Jihyeo,유아이,유아이,2000-04-24,Dreamnote,2018-11-07,iME,South Korea,N/A,163.0,45.0,N/A,N/A,N/A,F,2000.0,2018.0,18.0
1608,Aurora,Yang Lan,양안,오로라,1997-01-14,NATURE,2018-08-03,n.CH,China,N/A,N/A,N/A,N/A,N/A,N/A,F,1997.0,2018.0,21.0
1609,Chaebin,Choi Yoobin,최유빈,채빈,1999-07-28,NATURE,2018-08-03,n.CH,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,1999.0,2018.0,19.0
1610,Haru,Abe Haruno,아베 하루노,하루,2000-02-21,NATURE,2018-08-03,n.CH,Japan,N/A,N/A,N/A,N/A,N/A,N/A,F,2000.0,2018.0,18.0
1611,Lu,Im Hayoung,임하영,루,1997-12-03,NATURE,2018-08-03,n.CH,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,1997.0,2018.0,21.0
1612,Saebom,Kim Saerok,김새록,새봄,1997-01-30,NATURE,2018-08-03,n.CH,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,1997.0,2018.0,21.0
1613,Sunshine,Kim Minjung,김민정,선샤인,2002-06-20,NATURE,2018-08-03,n.CH,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,2002.0,2018.0,16.0
1614,Uchae,Yu Hyejun,유혜준,유채,2002-05-07,NATURE,2018-08-03,n.CH,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,2002.0,2018.0,16.0
1615,Loha,Kang Yejin,강예진,로하,2001-12-27,Nature,2018-08-03,n.CH,South Korea,N/A,171.0,N/A,N/A,N/A,N/A,F,2001.0,2018.0,17.0
1616,Sohee,Kim Sohee,소희,김소희,1995-01-20,Nature,2018-08-03,n.CH,South Korea,N/A,162.0,41.0,Busan,C.I.V.A,I.B.I,F,1995.0,2018.0,23.0
1617,Chan,Jo Chanhyuk,조찬혁,찬,1999-12-08,TOO,2020-04-01,n.CH,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1999.0,2020.0,21.0
1618,Chihoon,Choi Chihoon,최치훈,치훈,1999-04-27,TOO,2020-04-01,n.CH,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1999.0,2020.0,21.0
1619,Donggeon,Song Donggeon,송동건,동건,1999-07-15,TOO,2020-04-01,n.CH,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1999.0,2020.0,21.0
1620,J.YOU,Kim Jaeyu,김제유,제유,2000-11-02,TOO,2020-04-01,n.CH,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2000.0,2020.0,20.0
1621,Jaeyun,Lee Jaeyun,이재윤,이재윤,2000-08-16,TOO,2020-04-01,n.CH,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2000.0,2020.0,20.0
1622,Jerome,Oh Sungmin,오성민,제롬,2001-08-25,TOO,2020-04-01,n.CH,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2001.0,2020.0,19.0
1623,Jisu,Choi Jisu,최지수,지수,2000-01-19,TOO,2020-04-01,n.CH,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2000.0,2020.0,20.0
1624,Kyungho,Jang Kyungho,장경호,경호,2001-05-07,TOO,2020-04-01,n.CH,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2001.0,2020.0,19.0
1625,Minsu,Kim Minsu,김민수,민수,2000-03-20,TOO,2020-04-01,n.CH,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2000.0,2020.0,20.0
1626,Woonggi,Cha Woonggi,차웅기,웅기,2002-04-23,TOO,2020-04-01,n.CH,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2002.0,2020.0,18.0
1627,B-Joo,Kim Byungjoo,김병주,비주,1994-01-08,Topp Dogg,2020-04-01,n.CH,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,M,1994.0,2020.0,26.0
1628,Hojoon,Jeon Hojoon,전호준,호준,1992-10-31,Topp Dogg,2020-04-01,n.CH,South Korea,N/A,N/A,N/A,Gwangju,N/A,N/A,M,1992.0,2020.0,28.0
1629,Sangdo,Yoo Sangdo,유상도,상도,1993-03-02,Topp Dogg,2020-04-01,n.CH,South Korea,N/A,N/A,N/A,Incheon,N/A,N/A,M,1993.0,2020.0,27.0
1630,Xero,Shin Jiho,신지호,제로,1994-02-03,Topp Dogg,2020-04-01,n.CH,South Korea,N/A,N/A,N/A,Gwangji,N/A,N/A,M,1994.0,2020.0,26.0
1631,Yano,Seo Sangwon,서상원,야노,1995-09-27,Topp Dogg,2020-04-01,n.CH,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,M,1995.0,2020.0,25.0
1632,Ailee,Lee Yejin,이예진,에일리,1989-05-30,N/A,N/A,N/A,South Korea,USA,165.0,N/A,Denver,N/A,N/A,F,1989.0,N/A,N/A
1633,Aini,Kim Heejung,김희정,아이니,1991-07-13,N/A,N/A,N/A,South Korea,N/A,163.0,44.0,N/A,N/A,Pink Fantasy,F,1991.0,N/A,N/A
1634,AleXa,Kim Seri,김세리,알렉사,1996-12-06,N/A,N/A,N/A,USA,N/A,N/A,N/A,N/A,N/A,N/A,F,1996.0,N/A,N/A
1635,Arang,Son Mnjung,손민정,아랑,2000-03-08,N/A,N/A,N/A,South Korea,N/A,N/A,N/A,N/A,N/A,NeonPunch,F,2000.0,N/A,N/A
1636,B.I,Kim Hanbin,김한빈,비아이,1996-10-22,N/A,N/A,N/A,South Korea,N/A,N/A,N/A,Goyang,N/A,iKON,M,1996.0,N/A,N/A
1637,BIBI,Kim Hyungseo,김형서,비비,1998-09-27,N/A,N/A,N/A,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,1998.0,N/A,N/A
1638,Baro,Cha Sunwoo,차선우,바로,1992-09-05,N/A,N/A,N/A,South Korea,N/A,178.0,63.0,Gwangju,N/A,B1A4,M,1992.0,N/A,N/A
1639,Baron,Choi Chunghyeop,최충협,바론,1992-04-19,N/A,N/A,N/A,South Korea,N/A,180.0,60.0,N/A,N/A,VAV,M,1992.0,N/A,N/A
1640,Bekah,Rebecca Kim,김레베카,베카,1989-08-11,N/A,N/A,N/A,South Korea,USA,N/A,N/A,Honolulu,N/A,After School,F,1989.0,N/A,N/A
1641,BoA,Kwon Boa,권보아,보아,1986-11-05,N/A,N/A,N/A,South Korea,N/A,N/A,N/A,Guri,N/A,N/A,F,1986.0,N/A,N/A
1642,Boram,Jeon Boram,전보람,보람,1986-03-22,N/A,N/A,N/A,South Korea,N/A,155.0,45.0,Seoul,N/A,T-ara,F,1986.0,N/A,N/A
1643,Changbum,Woo Changbum,우창범,창범,1993-10-07,N/A,N/A,N/A,South Korea,N/A,N/A,N/A,Sokcho,N/A,100%,M,1993.0,N/A,N/A
1644,Cheng Xiao,Cheng Xiao,청샤오,성소,1998-07-15,N/A,N/A,N/A,China,N/A,167.0,N/A,Shenzhen,N/A,WJSN,F,1998.0,N/A,N/A
1645,Choa,Park Choa,박초아,초아,1990-03-06,N/A,N/A,N/A,South Korea,N/A,160.0,42.0,Incheon,N/A,AoA| AOA BLACK,F,1990.0,N/A,N/A
1646,Chungha,Kim Chungha,김청하,청하,1996-02-09,N/A,N/A,N/A,South Korea,N/A,N/A,N/A,Dallas,N/A,I.O.I,F,1996.0,N/A,N/A
1647,Daeil,Kim Daeil,김대일,대일,1992-05-10,N/A,N/A,N/A,South Korea,N/A,N/A,N/A,Busan,N/A,24K,M,1992.0,N/A,N/A
1648,Dahye,Song Dahye,송다혜,다혜,1993-06-12,N/A,N/A,N/A,South Korea,N/A,N/A,N/A,N/A,N/A,EXID| BESTie,F,1993.0,N/A,N/A
1649,Dain,Song Jieun,송지은,다인,1990-06-25,N/A,N/A,N/A,South Korea,N/A,N/A,N/A,N/A,N/A,Wassup,F,1990.0,N/A,N/A
1650,Daisy,Yoo Jeongahn,유정안,데이지,1999-01-22,N/A,N/A,N/A,South Korea,N/A,N/A,N/A,Seoul,N/A,MOMOLAND,F,1999.0,N/A,N/A
1651,Dohee,Yoon Dohee,윤도희,도희,1999-09-24,N/A,N/A,N/A,South Korea,N/A,N/A,N/A,N/A,N/A,NeonPunch,F,1999.0,N/A,N/A
1652,Dongjun,Hwang Dongjun,황동준,동준,1999-09-07,N/A,N/A,N/A,South Korea,N/A,N/A,N/A,N/A,N/A,Ghost9,M,1999.0,N/A,N/A
1653,E'Dawn,Kim Hyojong,김효종,이던,1994-06-01,N/A,N/A,N/A,South Korea,N/A,N/A,N/A,N/A,N/A,PENTAGON,M,1994.0,N/A,N/A
1654,Elkie,Chong Ting Yan,쫑딩얀,엘키,1998-11-02,N/A,N/A,N/A,Hong Kong,N/A,163.0,45.0,Hong Kong,N/A,CLC,F,1998.0,N/A,N/A
1655,Ella,Kim Kyungjoo,김경주,엘라,1998-03-26,N/A,N/A,N/A,South Korea,N/A,N/A,N/A,N/A,N/A,Cherry Bullet| Pixy,F,1998.0,N/A,N/A
1656,Euaerin,Lee Hyemin,이혜민,이유애린,1988-05-03,N/A,N/A,N/A,South Korea,N/A,174.0,48.0,Seoul,N/A,9Muses,F,1988.0,N/A,N/A
1657,Eunjin,Ahn Eunjin,안은진,은진,1997-08-31,N/A,N/A,N/A,South Korea,N/A,170.0,49.0,Mokpo,N/A,DIA,F,1997.0,N/A,N/A
1658,Eunki,Hong Eunki,홍은기,은기,1997-09-29,N/A,N/A,N/A,South Korea,N/A,182.0,N/A,N/A,N/A,RAINZ,M,1997.0,N/A,N/A
1659,Eyedi,Nam Yujin,남유진,아이디,1995-12-08,N/A,N/A,N/A,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,1995.0,N/A,N/A
1660,G.NA,Gina Jane Choi,최지나,지나,1987-09-13,N/A,N/A,N/A,Canada,South Korea,167.0,N/A,Edmonton,N/A,N/A,F,1987.0,N/A,N/A
1661,Gaeun,Cho Kaeun,조가은,가은,1992-07-28,N/A,N/A,N/A,South Korea,N/A,N/A,N/A,Changwon,N/A,Dal Shabet,F,1992.0,N/A,N/A
1662,Gaga,Li Jia Jia,리 지아 지아,가가,1999-09-01,N/A,N/A,N/A,China,N/A,N/A,N/A,N/A,N/A,NATURE,F,1999.0,N/A,N/A
1663,Garam,Kim Garam,김가람,가람,2005-11-16,N/A,N/A,N/A,South Korea,N/A,170.0,N/A,N/A,N/A,LE SSERAFIM,F,2005.0,N/A,N/A
1664,Gohn,Kim Dongsung,김동성,곤,1992-08-01,N/A,N/A,N/A,South Korea,N/A,N/A,N/A,Seoul,N/A,Topp Dogg,M,1992.0,N/A,N/A
1665,Gyuri,Jang Gyuri,장규리,규리,1997-12-27,N/A,N/A,N/A,South Korea,N/A,N/A,N/A,Seoul,N/A,fromis_9,F,1997.0,N/A,N/A
1666,Habin,Yoo Habin,유하빈,하빈,2002-03-10,N/A,N/A,N/A,South Korea,N/A,165.0,48.0,N/A,N/A,Dreamnote,F,2002.0,N/A,N/A
1667,Hajeong,Lee Hajeong,이하정,하정,1997-09-23,N/A,N/A,N/A,South Korea,N/A,N/A,N/A,N/A,N/A,NeonPunch,F,1997.0,N/A,N/A
1668,Han Geng,Han Geng,한경,한경,1984-02-09,N/A,N/A,N/A,China,N/A,181.0,66.0,Mudanjiang,N/A,Super Junior,M,1984.0,N/A,N/A
1669,Hanbyeol,Ahn Hanbyeol,안한별,한별,2003-10-13,N/A,N/A,N/A,South Korea,N/A,166.0,44.0,N/A,N/A,Dreamnote,F,2003.0,N/A,N/A
1670,Hansol,Kim Hansol,김한솔,한솔,1993-06-15,N/A,N/A,N/A,South Korea,N/A,N/A,N/A,Busan,N/A,Topp Dogg,M,1993.0,N/A,N/A
1671,Hayun,Lee Hayun,이하윤,하윤,1994-08-29,N/A,N/A,N/A,South Korea,N/A,N/A,N/A,Changwon,N/A,Brave Girls,F,1994.0,N/A,N/A
1672,Henny,Kang Gayoung,강가영,헤니,1994-12-01,N/A,N/A,N/A,South Korea,N/A,168.0,50.0,N/A,N/A,MIXX,F,1994.0,N/A,N/A
1673,Heo Chan,Heo Chan,허찬,허찬,1995-12-14,N/A,N/A,N/A,South Korea,N/A,N/A,N/A,N/A,N/A,VICTON,M,1995.0,N/A,N/A
1674,Hoya,Lee Howon,이호원,호야,1991-03-28,N/A,N/A,N/A,South Korea,N/A,178.0,60.0,Busan,Infinite H,Infinite,M,1991.0,N/A,N/A
1675,Huiyeon,Oh Huiyeon,오휘연,휘연,2005-08-01,N/A,N/A,N/A,South Korea,N/A,N/A,N/A,N/A,N/A,LIGHTSUM,F,2005.0,N/A,N/A
1676,Hwall,Heo Hyunjoon,허현준,활,2000-03-09,N/A,N/A,N/A,South Korea,N/A,178.0,56.0,Busan,N/A,The Boyz,M,2000.0,N/A,N/A
1677,Hyeran,Noh Hyeran,노혜란,혜란,1993-04-09,N/A,N/A,N/A,South Korea,N/A,N/A,N/A,N/A,N/A,Brave Girls,F,1993.0,N/A,N/A
1678,Hyeyeon,Cho Hyeyeon,조혜연,혜연,2000-08-05,N/A,N/A,N/A,South Korea,N/A,N/A,N/A,N/A,Gugudan Oguogu,Gugudan,F,2000.0,N/A,N/A
1679,Hyuna,Moon Hyuna,문현아,현아,1987-01-19,N/A,N/A,N/A,South Korea,N/A,172.0,50.0,Yeosu,N/A,9Muses,F,1987.0,N/A,N/A
1680,Hyunmin,Byun Hyunmin,변현민,현민,1999-04-17,N/A,N/A,N/A,South Korea,N/A,170.0,N/A,N/A,N/A,RAINZ,M,1999.0,N/A,N/A
1681,Hyunseo,Go Hyunseo,고현서,현서,1999-06-17,N/A,N/A,N/A,South Korea,N/A,N/A,N/A,N/A,N/A,G-reyish,F,1999.0,N/A,N/A
1682,Hyunseung,Jang Hyunseung,장현승,현승,1989-09-03,N/A,N/A,N/A,South Korea,N/A,177.0,58.0,Suncheon,Troublemaker,Beast,M,1989.0,N/A,N/A
1683,I,Cha Yoonji,차윤지,아이,1996-12-02,N/A,N/A,N/A,South Korea,N/A,N/A,N/A,Busan,N/A,N/A,F,1996.0,N/A,N/A
1684,IU,Lee Jieun,이지은,아이유,1993-05-16,N/A,N/A,N/A,South Korea,N/A,162.0,N/A,Seoul,N/A,N/A,F,1993.0,N/A,N/A
1685,JOO,Jung Minjoo,정민주,주,1990-10-11,N/A,N/A,N/A,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,F,1990.0,N/A,N/A
1686,Jaeseok,Park Jaeseok,박재석,재석,1995-11-20,N/A,N/A,N/A,South Korea,N/A,N/A,N/A,N/A,N/A,Golden Child,M,1995.0,N/A,N/A
1687,Jenissi,Kim Taeyang,김태양,제니씨,1991-08-02,N/A,N/A,N/A,South Korea,N/A,N/A,N/A,Seoul,N/A,Topp Dogg,M,1991.0,N/A,N/A
1688,Jenny,Lee Soyul,이소율,제니,1996-09-04,N/A,N/A,N/A,South Korea,N/A,165.0,47.0,Seoul,N/A,DIA,F,1996.0,N/A,N/A
