country,title,number,name,term_start,term_end,party
Andorra,Prime Ministers,6,Jaume Bartumeu,2009-06-05,2011-04-28,Social Democratic
Andorra,Prime Ministers,7,Antoni Martí,2011-04-28,2019-05-16,Democrats for Andorra
Andorra,Prime Ministers,8,Xavier Espot Zamora,2019-05-16,Incumbent,Democrats for Andorra
Portugal,Prime Ministers,1,Mário Soares,1976-07-23,1978-08-28,Socialist
Portugal,Prime Ministers,2,Alfredo Nobre da Costa,1978-08-28,1978-11-22,Independent
Portugal,Prime Ministers,3,Carlos Mota Pinto,1978-11-22,1979-08-01,Social Democratic
Portugal,Prime Ministers,4,Maria de Lourdes Pintasilgo,1979-08-01,1980-01-03,Independent
Portugal,Prime Ministers,5,Francisco Sá Carneiro,1980-01-03,1980-12-04,Social Democratic
Portugal,Prime Ministers,6,Francisco Pinto Balsemão,1981-01-09,1983-06-09,Social Democratic
Portugal,Prime Ministers,7,Mário Soares,1983-06-09,1985-11-06,Socialist
Portugal,Prime Ministers,8,Aníbal Cavaco Silva,1985-11-06,1995-10-28,Social Democratic
Portugal,Prime Ministers,9,António Guterres,1995-10-28,2002-04-06,Socialist
Portugal,Prime Ministers,10,José Manuel Barroso,2002-04-06,2004-07-17,Social Democratic
Portugal,Prime Ministers,11,Pedro Santana Lopes,2004-07-17,2005-03-12,Social Democratic
Portugal,Prime Ministers,12,José Sócrates,2005-03-12,2011-06-21,Socialist
Portugal,Prime Ministers,13,Pedro Passos Coelho,2011-06-21,2015-11-26,Social Democratic
Portugal,Prime Ministers,14,António Costa,2015-11-26,2024-04-02,Socialist
Portugal,Prime Ministers,15,Luís Montenegro,2024-04-02,Incumbent,Social Democratic
Spain,Prime Ministers,1,Adolfo Suárez,1976-07-03,1981-02-25,Union of the Democratic Centre
Spain,Prime Ministers,2,Leopoldo Calvo-Sotelo,1981-02-25,1982-12-01,Union of the Democratic Centre
Spain,Prime Ministers,3,Felipe González,1982-12-01,1996-05-05,Spanish Socialist Workers'
Spain,Prime Ministers,4,José María Aznar,1996-05-05,2004-04-17,People's
Spain,Prime Ministers,5,José Luis Rodríguez Zapatero,2004-04-17,2011-12-21,Spanish Socialist Workers'
Spain,Prime Ministers,6,Mariano Rajoy,2011-12-21,2018-06-01,People's
Spain,Prime Ministers,7,Pedro Sánchez,2018-06-02,Incumbent,Spanish Socialist Workers'
Italy,Prime Ministers,1,Giulio Andreotti,1989-07-23,1992-06-28,Christian Democracy
Italy,Prime Ministers,2,Giuliano Amato,1992-06-28,1993-04-28,Socialist
Italy,Prime Ministers,3,Carlo Azeglio Ciampi,1993-04-28,1994-05-10,Independent
Italy,Prime Ministers,4,Silvio Berlusconi,1994-05-10,1995-01-17,Forza Italia
Italy,Prime Ministers,5,Lamberto Dini,1995-01-17,1996-05-17,Independent
Italy,Prime Ministers,6,Romano Prodi,1996-05-17,1998-10-21,The Olive Tree
Italy,Prime Ministers,7,Massimo D'Alema,1998-10-21,2000-04-25,Democrats of the Left
Italy,Prime Ministers,8,Giuliano Amato,2000-04-25,2001-06-11,The Olive Tree
Italy,Prime Ministers,9,Silvio Berlusconi,2001-06-11,2006-05-17,Forza Italia
Italy,Prime Ministers,10,Romano Prodi,2006-05-17,2008-05-08,The Olive Tree
Italy,Prime Ministers,11,Silvio Berlusconi,2008-05-08,2011-11-16,The People of Freedom
Italy,Prime Ministers,12,Mario Monti,2011-11-16,2013-04-28,Independent
Italy,Prime Ministers,13,Enrico Letta,2013-04-28,2014-02-22,Democratic
Italy,Prime Ministers,14,Matteo Renzi,2014-02-22,2016-12-12,Democratic
Italy,Prime Ministers,15,Paolo Gentiloni,2016-12-12,2018-06-01,Democratic
Italy,Prime Ministers,16,Giuseppe Conte,2018-06-01,2021-02-13,Independent
Italy,Prime Ministers,17,Mario Draghi,2021-02-13,2022-10-22,Independent
Italy,Prime Ministers,18,Giorgia Meloni,2022-10-22,Incumbent,Brothers of Italy
San Marino,Captains Regent,1,Gabriele Gatti & Marco Conti,2020-04-01,2020-10-01,Christian Democratic / Party of Socialists and Democrats
San Marino,Captains Regent,2,Alessandro Cardelli & Mirko Dolcini,2020-10-01,2021-04-01,Christian Democratic / Party of Socialists and Democrats
San Marino,Captains Regent,3,Gian Carlo Venturini & Marco Nicolini,2021-04-01,2021-10-01,Christian Democratic / Party of Socialists and Democrats
San Marino,Captains Regent,4,Francesco Mussoni & Giacomo Simoncini,2021-10-01,2022-04-01,Socialist / Party of Socialists and Democrats
San Marino,Captains Regent,5,Oscar Mina & Paolo Rondelli,2022-04-01,2022-10-01,Christian Democratic / Independent
San Marino,Captains Regent,6,Maria Luisa Berti & Manuel Ciavatta,2022-10-01,2023-04-01,Christian Democratic / Socialist
San Marino,Captains Regent,7,Alessandro Scarano & Adele Tonnini,2023-04-01,2023-10-01,Party of Socialists and Democrats / Socialist
San Marino,Captains Regent,8,Filippo Tamagnini & Gaetano Troina,2023-10-01,2024-04-01,Christian Democratic / Socialist
San Marino,Captains Regent,9,Milena Gasperoni & Alessandro Rossi,2024-04-01,2024-10-01,Party of Socialists and Democrats / Socialist
San Marino,Captains Regent,10,Francesca Civerchia & Dalibor Riccardi,2024-10-01,2025-04-01,Christian Democratic / Party of Socialists and Democrats
San Marino,Captains Regent,11,Denise Bronzetti & Maurizio Busignani,2025-04-01,Incumbent,Party of Socialists and Democrats / Socialist
Vatican City,Popes,1,Pope Francis,2013-03-13,Incumbent,Jorge Mario Bergoglio
Cyprus,Presidents,1,Makarios III,1960-08-16,1977-08-03,Independent
Cyprus,Presidents,2,Spyros Kyprianou,1977-09-03,1988-02-28,Democratic
Cyprus,Presidents,3,George Vassiliou,1988-02-28,1993-02-28,Independent
Cyprus,Presidents,4,Glafcos Clerides,1993-02-28,2003-02-28,Democratic Rally
Cyprus,Presidents,5,Tassos Papadopoulos,2003-02-28,2008-02-28,Democratic
Cyprus,Presidents,6,Demetris Christofias,2008-02-28,2013-02-28,Progressive Party of Working People
Cyprus,Presidents,7,Nicos Anastasiades,2013-02-28,2023-02-28,Democratic Rally
Cyprus,Presidents,8,Nikos Christodoulides,2023-02-28,Incumbent,Independent
Malta,Prime Ministers,1,Paul Boffa,1947-11-04,1950-10-26,Labour
Malta,Prime Ministers,2,Enrico Mizzi,1950-09-26,1950-12-20,Nationalist
Malta,Prime Ministers,3,Giorgio Borg Olivier,1950-12-20,1955-03-11,Nationalist
Malta,Prime Ministers,4,Dom Mintoff,1955-03-11,1958-04-26,Labour
Malta,Prime Ministers,5,Giorgio Borg Olivier,1962-03-05,1971-06-21,Nationalist
Malta,Prime Ministers,6,Dom Mintoff,1971-06-21,1984-12-22,Labour
Malta,Prime Ministers,7,Karmenu Mifsud Bonnici,1984-12-22,1987-05-12,Labour
Malta,Prime Ministers,8,Eddie Fenech Adami,1987-05-12,1996-10-28,Nationalist
Malta,Prime Ministers,9,Alfred Sant,1996-10-28,1998-09-06,Labour
Malta,Prime Ministers,10,Eddie Fenech Adami,1998-09-06,2004-03-23,Nationalist
Malta,Prime Ministers,11,Lawrence Gonzi,2004-03-23,2013-03-11,Nationalist
Malta,Prime Ministers,12,Joseph Muscat,2013-03-11,2020-01-13,Labour
Malta,Prime Ministers,13,Robert Abela,2020-01-13,Incumbent,Labour
Turkey,Presidents,1,İsmet İnönü,1923-10-29,1924-11-22,Republican People's
Turkey,Presidents,2,Mustafa Kemal Atatürk,1923-10-29,1938-11-10,Republican People's
Turkey,Presidents,3,İsmet İnönü,1938-11-11,1950-05-22,Republican People's
Turkey,Presidents,4,Celâl Bayar,1950-05-22,1960-05-27,Democrat
Turkey,Presidents,5,Cemal Gürsel,1960-05-27,1966-03-28,Independent
Turkey,Presidents,6,Cevdet Sunay,1966-03-28,1973-04-06,Independent
Turkey,Presidents,7,Fahri Korutürk,1973-04-06,1980-04-06,Independent
Turkey,Presidents,8,Kenan Evren,1982-11-09,1989-11-09,Independent
Turkey,Presidents,9,Turgut Özal,1989-11-09,1993-04-17,Motherland
Turkey,Presidents,10,Süleyman Demirel,1993-05-16,2000-05-16,True Path
Turkey,Presidents,11,Ahmet Necdet Sezer,2000-05-16,2007-08-28,Independent
Turkey,Presidents,12,Abdullah Gül,2007-08-28,2014-08-28,Justice and Development
Turkey,Presidents,13,Recep Tayyip Erdoğan,2014-08-28,Incumbent,Justice and Development
Belgium,Prime Ministers,1,Wilfried Martens,1981-12-17,1992-03-07,Christian People's
Belgium,Prime Ministers,2,Jean-Luc Dehaene,1992-03-07,1999-07-12,Christian People's
Belgium,Prime Ministers,3,Guy Verhofstadt,1999-07-12,2008-03-20,Open Flemish Liberals and Democrats
Belgium,Prime Ministers,4,Yves Leterme,2008-03-20,2008-12-30,Christian Democratic and Flemish
Belgium,Prime Ministers,5,Herman Van Rompuy,2008-12-30,2009-11-25,Christian Democratic and Flemish
Belgium,Prime Ministers,6,Yves Leterme,2009-11-25,2011-12-06,Christian Democratic and Flemish
Belgium,Prime Ministers,7,Elio Di Rupo,2011-12-06,2014-10-11,Socialist
Belgium,Prime Ministers,8,Charles Michel,2014-10-11,2019-10-27,Reformist Movement
Belgium,Prime Ministers,9,Sophie Wilmès,2019-10-27,2020-10-01,Reformist Movement
Belgium,Prime Ministers,10,Alexander De Croo,2020-10-01,2025-02-03,Open Flemish Liberals and Democrats
Belgium,Prime Ministers,11,Bart De Wever,2025-02-03,Incumbent,New Flemish Alliance
France,Presidents,1,Charles de Gaulle,1959-01-08,1969-04-28,Union for the New Republic
France,Presidents,2,Georges Pompidou,1969-06-20,1974-04-02,Union of Democrats for the Republic
France,Presidents,3,Valéry Giscard d'Estaing,1974-05-27,1981-05-21,Union for French Democracy
France,Presidents,4,François Mitterrand,1981-05-21,1995-05-17,Socialist
France,Presidents,5,Jacques Chirac,1995-05-17,2007-05-16,Rally for the Republic
France,Presidents,6,Nicolas Sarkozy,2007-05-16,2012-05-15,Union for a Popular Movement
France,Presidents,7,François Hollande,2012-05-15,2017-05-14,Socialist
France,Presidents,8,Emmanuel Macron,2017-05-14,Incumbent,La République En Marche!
Luxembourg,Prime Ministers,1,Pierre Werner,1959-03-02,1974-06-15,Christian Social People's
Luxembourg,Prime Ministers,2,Gaston Thorn,1974-06-15,1979-07-16,Democratic
Luxembourg,Prime Ministers,3,Pierre Werner,1979-07-16,1984-07-20,Christian Social People's
Luxembourg,Prime Ministers,4,Jacques Santer,1984-07-20,1995-01-26,Christian Social People's
Luxembourg,Prime Ministers,5,Jean-Claude Juncker,1995-01-26,2013-12-04,Christian Social People's
Luxembourg,Prime Ministers,6,Xavier Bettel,2013-12-04,2023-11-17,Democratic
Luxembourg,Prime Ministers,7,Luc Frieden,2023-11-17,Incumbent,Christian Social People's
Netherlands,Prime Ministers,1,Ruud Lubbers,1982-11-04,1994-08-22,Christian Democratic Appeal
Netherlands,Prime Ministers,2,Wim Kok,1994-08-22,2002-07-22,Labour
Netherlands,Prime Ministers,3,Jan Peter Balkenende,2002-07-22,2010-10-14,Christian Democratic Appeal
Netherlands,Prime Ministers,4,Mark Rutte,2010-10-14,2024-07-02,People's Party for Freedom and Democracy
Netherlands,Prime Ministers,5,Dick Schoof,2024-07-02,Incumbent,Independent
Austria,Chancellors,1,Franz Vranitzky,1986-06-16,1997-01-28,Social Democratic
Austria,Chancellors,2,Viktor Klima,1997-01-28,2000-02-04,Social Democratic
Austria,Chancellors,3,Wolfgang Schüssel,2000-02-04,2007-01-11,Austrian People's
Austria,Chancellors,4,Alfred Gusenbauer,2007-01-11,2008-12-02,Social Democratic
Austria,Chancellors,5,Werner Faymann,2008-12-02,2016-05-09,Social Democratic
Austria,Chancellors,6,Christian Kern,2016-05-17,2017-12-18,Social Democratic
Austria,Chancellors,7,Sebastian Kurz,2017-12-18,2019-05-28,Austrian People's
Austria,Chancellors,8,Brigitte Bierlein,2019-06-03,2020-01-07,Independent
Austria,Chancellors,9,Sebastian Kurz,2020-01-07,2021-10-11,Austrian People's
Austria,Chancellors,10,Alexander Schallenberg,2021-10-11,2021-12-06,Austrian People's
Austria,Chancellors,11,Karl Nehammer,2021-12-06,2025-01-10,Austrian People's
Austria,Chancellors,12,Alexander Schallenberg,2025-01-10,2025-03-03,Austrian People's
Austria,Chancellors,13,Christian Stocker,2025-03-03,Incumbent,Austrian People's
Germany,Chancellors,1,Konrad Adenauer,1949-09-15,1963-10-16,Christian Democratic Union
Germany,Chancellors,2,Ludwig Erhard,1963-10-16,1966-12-01,Christian Democratic Union
Germany,Chancellors,3,Kurt Georg Kiesinger,1966-12-01,1969-10-21,Christian Democratic Union
Germany,Chancellors,4,Willy Brandt,1969-10-21,1974-05-07,Social Democratic
Germany,Chancellors,5,Helmut Schmidt,1974-05-16,1982-10-01,Social Democratic
Germany,Chancellors,6,Helmut Kohl,1982-10-01,1998-10-27,Christian Democratic Union
Germany,Chancellors,7,Gerhard Schröder,1998-10-27,2005-11-22,Social Democratic
Germany,Chancellors,8,Angela Merkel,2005-11-22,2021-12-08,Christian Democratic Union
Germany,Chancellors,9,Olaf Scholz,2021-12-08,Incumbent,Social Democratic
Liechtenstein,Prime Ministers,1,Hans Brunhart,1978-04-26,1993-05-05,Patriotic Union
Liechtenstein,Prime Ministers,2,Markus Büchel,1993-05-05,1993-12-15,Progressive Citizens'
Liechtenstein,Prime Ministers,3,Mario Frick,1993-12-15,2001-04-05,Patriotic Union
Liechtenstein,Prime Ministers,4,Otmar Hasler,2001-04-05,2009-03-25,Progressive Citizens'
Liechtenstein,Prime Ministers,5,Klaus Tschütscher,2009-03-25,2013-03-27,Patriotic Union
Liechtenstein,Prime Ministers,6,Adrian Hasler,2013-03-27,2021-03-25,Progressive Citizens'
Liechtenstein,Prime Ministers,7,Daniel Risch,2021-03-25,Incumbent,Patriotic Union
Monaco,Ministers of State,1,Jean Ausseil,1985-09-01,1991-02-16,Independent
Monaco,Ministers of State,2,Jacques Dupont,1991-02-16,1994-12-03,Independent
Monaco,Ministers of State,3,Paul Dijoud,1994-12-03,1997-02-03,Independent
Monaco,Ministers of State,4,Michel Lévêque,1997-02-03,2000-01-05,Independent
Monaco,Ministers of State,5,Patrick Leclercq,2000-01-05,2005-06-01,Independent
Monaco,Ministers of State,6,Jean-Paul Proust,2005-06-01,2010-03-29,Independent
Monaco,Ministers of State,7,Michel Roger,2010-03-29,2015-12-16,Independent
Monaco,Ministers of State,8,Serge Telle,2016-01-01,2020-08-31,Independent
Monaco,Ministers of State,9,Pierre Dartout,2020-09-01,2024-09-02,Independent
Monaco,Ministers of State,10,Didier Guillaume,2024-09-02,2025-01-17,Independent
Monaco,Ministers of State,11,Isabelle Berro-Amadeï (Acting),2025-01-17,Incumbent,Independent
Switzerland,Federal Council (Presidents of the Confederation),1,Flavio Cotti,1991-01-01,1991-12-31,Christian Democratic People's
Switzerland,Federal Council (Presidents of the Confederation),2,René Felber,1992-01-01,1992-12-31,Social Democratic
Switzerland,Federal Council (Presidents of the Confederation),3,Adolf Ogi,1993-01-01,1993-12-31,Swiss People's
Switzerland,Federal Council (Presidents of the Confederation),4,Otto Stich,1994-01-01,1994-12-31,Social Democratic
Switzerland,Federal Council (Presidents of the Confederation),5,Kaspar Villiger,1995-01-01,1995-12-31,Free Democratic
Switzerland,Federal Council (Presidents of the Confederation),6,Jean-Pascal Delamuraz,1996-01-01,1996-12-31,Free Democratic
Switzerland,Federal Council (Presidents of the Confederation),7,Arnold Koller,1997-01-01,1997-12-31,Christian Democratic People's
Switzerland,Federal Council (Presidents of the Confederation),8,Flavio Cotti,1998-01-01,1998-12-31,Christian Democratic People's
Switzerland,Federal Council (Presidents of the Confederation),9,Ruth Dreifuss,1999-01-01,1999-12-31,Social Democratic
Switzerland,Federal Council (Presidents of the Confederation),10,Adolf Ogi,2000-01-01,2000-12-31,Swiss People's
Switzerland,Federal Council (Presidents of the Confederation),11,Moritz Leuenberger,2001-01-01,2001-12-31,Social Democratic
Switzerland,Federal Council (Presidents of the Confederation),12,Kaspar Villiger,2002-01-01,2002-12-31,Free Democratic
Switzerland,Federal Council (Presidents of the Confederation),13,Pascal Couchepin,2003-01-01,2003-12-31,Free Democratic
Switzerland,Federal Council (Presidents of the Confederation),14,Joseph Deiss,2004-01-01,2004-12-31,Christian Democratic People's
Switzerland,Federal Council (Presidents of the Confederation),15,Samuel Schmid,2005-01-01,2005-12-31,Swiss People's
Switzerland,Federal Council (Presidents of the Confederation),16,Moritz Leuenberger,2006-01-01,2006-12-31,Social Democratic
Switzerland,Federal Council (Presidents of the Confederation),17,Micheline Calmy-Rey,2007-01-01,2007-12-31,Social Democratic
Switzerland,Federal Council (Presidents of the Confederation),18,Pascal Couchepin,2008-01-01,2008-12-31,Free Democratic
Switzerland,Federal Council (Presidents of the Confederation),19,Hans-Rudolf Merz,2009-01-01,2009-12-31,Free Democratic
Switzerland,Federal Council (Presidents of the Confederation),20,Doris Leuthard,2010-01-01,2010-12-31,Christian Democratic People's
Switzerland,Federal Council (Presidents of the Confederation),21,Micheline Calmy-Rey,2011-01-01,2011-12-31,Social Democratic
Switzerland,Federal Council (Presidents of the Confederation),22,Eveline Widmer-Schlumpf,2012-01-01,2012-12-31,Conservative Democratic
Switzerland,Federal Council (Presidents of the Confederation),23,Ueli Maurer,2013-01-01,2013-12-31,Swiss People's
Switzerland,Federal Council (Presidents of the Confederation),24,Didier Burkhalter,2014-01-01,2014-12-31,Free Democratic
Switzerland,Federal Council (Presidents of the Confederation),25,Simonetta Sommaruga,2015-01-01,2015-12-31,Social Democratic
Switzerland,Federal Council (Presidents of the Confederation),26,Johann Schneider-Ammann,2016-01-01,2016-12-31,Free Democratic
Switzerland,Federal Council (Presidents of the Confederation),27,Doris Leuthard,2017-01-01,2017-12-31,Christian Democratic People's
Switzerland,Federal Council (Presidents of the Confederation),28,Alain Berset,2018-01-01,2018-12-31,Social Democratic
Switzerland,Federal Council (Presidents of the Confederation),29,Ueli Maurer,2019-01-01,2019-12-31,Swiss People's
Switzerland,Federal Council (Presidents of the Confederation),30,Simonetta Sommaruga,2020-01-01,2020-12-31,Social Democratic
Switzerland,Federal Council (Presidents of the Confederation),31,Guy Parmelin,2021-01-01,2021-12-31,Swiss People's
Switzerland,Federal Council (Presidents of the Confederation),32,Ignazio Cassis,2022-01-01,2022-12-31,Free Democratic
Switzerland,Federal Council (Presidents of the Confederation),33,Alain Berset,2023-01-01,2023-12-31,Social Democratic
Switzerland,Federal Council (Presidents of the Confederation),34,Viola Amherd,2024-01-01,2024-12-31,Centre
Switzerland,Federal Council (Presidents of the Confederation),35,Karin Keller-Sutter,2025-01-01,Incumbent,Free Democratic
Australia,Prime Ministers,1,Edmund Barton,1901-01-01,1903-09-24,Protectionist
Australia,Prime Ministers,2,Alfred Deakin,1903-09-24,1904-04-27,Protectionist
Australia,Prime Ministers,3,Chris Watson,1904-04-27,1904-08-18,Labor
Australia,Prime Ministers,4,George Reid,1904-08-18,1905-07-05,Free Trade
Australia,Prime Ministers,5,Alfred Deakin,1905-07-05,1908-11-13,Protectionist
Australia,Prime Ministers,6,Andrew Fisher,1908-11-13,1909-06-02,Labor
Australia,Prime Ministers,7,Alfred Deakin,1909-06-02,1910-04-29,Commonwealth Liberal
Australia,Prime Ministers,8,Andrew Fisher,1910-04-29,1913-06-24,Labor
Australia,Prime Ministers,9,Joseph Cook,1913-06-24,1914-09-17,Commonwealth Liberal
Australia,Prime Ministers,10,Andrew Fisher,1914-09-17,1915-10-27,Labor
Australia,Prime Ministers,11,Billy Hughes,1915-10-27,1923-02-09,Labor / Nationalist
Australia,Prime Ministers,12,Stanley Bruce,1923-02-09,1929-10-22,Nationalist
Australia,Prime Ministers,13,James Scullin,1929-10-22,1932-01-06,Labor
Australia,Prime Ministers,14,Joseph Lyons,1932-01-06,1939-04-07,United Australia
Australia,Prime Ministers,15,Earle Page,1939-04-07,1939-04-26,Country
Australia,Prime Ministers,16,Robert Menzies,1939-04-26,1941-08-29,United Australia
Australia,Prime Ministers,17,Arthur Fadden,1941-08-29,1941-10-07,Country
Australia,Prime Ministers,18,John Curtin,1941-10-07,1945-07-05,Labor
Australia,Prime Ministers,19,Frank Forde,1945-07-06,1945-07-13,Labor
Australia,Prime Ministers,20,Ben Chifley,1945-07-13,1949-12-19,Labor
Australia,Prime Ministers,21,Robert Menzies,1949-12-19,1966-01-26,Liberal
Australia,Prime Ministers,22,Harold Holt,1966-01-26,1967-12-19,Liberal
Australia,Prime Ministers,23,John McEwen,1967-12-19,1968-01-10,Country
Australia,Prime Ministers,24,John Gorton,1968-01-10,1971-03-10,Liberal
Australia,Prime Ministers,25,William McMahon,1971-03-10,1972-12-05,Liberal
Australia,Prime Ministers,26,Gough Whitlam,1972-12-05,1975-11-11,Labor
Australia,Prime Ministers,27,Malcolm Fraser,1975-11-11,1983-03-11,Liberal
Australia,Prime Ministers,28,Bob Hawke,1983-03-11,1991-12-20,Labor
Australia,Prime Ministers,29,Paul Keating,1991-12-20,1996-03-11,Labor
Australia,Prime Ministers,30,John Howard,1996-03-11,2007-12-03,Liberal
Australia,Prime Ministers,31,Kevin Rudd,2007-12-03,2010-06-24,Labor
